book_id,book_title,genre_1,genre_2,pages,author_name,author_average_rating
38715458,Bacon Pie,Romance,Young-Adult,292,Candace Robinson,4.27
36426163,Toil & Trouble: 15 Tales of Women & Witchcraft,Short-Stories,Fantasy,405,Tess Sharpe,3.99
31351689,Girl Made of Stars,Contemporary,Young-Adult,304,Ashley Herring Blake,4.18
30523827,Ink Iron and Glass,Fantasy,Young-Adult,336,Gwendolyn Clare,3.62
18960012,Glass Half Full,Nonfiction,Autobiography,196,Sarah Jane Butfield,3.61
12853168,Sliding on the Snow Stone,Nonfiction,History,238,Andy Szpuk,4.16
11915802,That Bear Ate My Pants!,Nonfiction,Travel,392,Tony James Slater,4.1
18885718,Seriously Mum What's an Alpaca?,Nonfiction,Travel,188,Alan Parks,3.67
18096567,The Lullaby Illusion: A Journey of Awakening,Autobiography,Biography,358,Susan Joyce,4.47
19937223,I Grew My Boobs in China,Travel,Nonfiction,358,Savannah Grace,4.01
16707686,Two Old Fools on a Camel: From Spain to Bahrain and Back Again,Travel,Nonfiction,208,Victoria Twead,4.1
15749759,Free Country: A Penniless Adventure the Length of Britain,Nonfiction,Travel,319,George Mahood,4.15
43427449,The Legend of Arturo King,Music,Romance,350,L.B. Dunbar,4.34
23545800,Kaleidoscope Hearts,Romance,New-Adult,295,Claire Contreras,4.1
10563572,Steam & Sorcery,Science-Fiction,Romance,212,Cindy Spencer Pape,3.63
350790,Storm Thief,Fantasy,Young-Adult,320,Chris Wooding,4.06
6414434,Binding Vows,Science-Fiction,Romance,292,Catherine Bybee,4.11
18114292,The River of No Return,Fantasy,Historical,452,Bee Ridgway,3.7
5168329,Highlander's Challenge,Science-Fiction,Romance,268,Jo Barrett,3.65
260014,Both Sides of Time,Young-Adult,Science-Fiction,224,Caroline B. Cooney,3.68
621460,The Reluctant Viking,Science-Fiction,Romance,448,Sandra Hill,4.01
22802230,The Spirit Path,Science-Fiction,See-top-shelves,47,Tammy Tate,4.24
6275416,Dark Lover,Science-Fiction,Romance,384,Brenda Joyce,3.95
9268202,Highland Destiny,Science-Fiction,Romance,201,Laura Hunsaker,3.86
495882,Reflections in the Nile,Science-Fiction,Historical,544,Suzanne Frank,3.96
9645632,Awaken the Highland Warrior,Romance,Science-Fiction,426,Anita Clenney,3.98
19444805,Forever His,Science-Fiction,Romance,384,Shelly Thacker,3.71
699179,Pirates,Romance,Science-Fiction,309,Linda Lael Miller,4.06
8698353,Dustin Time,Science-Fiction,Romance,288,June Kramin,4.37
9368401,Cascade,Science-Fiction,Young-Adult,399,Lisa Tawn Bergren,4.14
331975,When There is Hope,Science-Fiction,Romance,360,Jane Goodger,3.78
8122928,Out of Time,Science-Fiction,Romance,294,Monique Martin,3.88
13059477,Overseas,Romance,Science-Fiction,464,Beatriz Williams,3.87
23483685,The Sacrifice,Fantasy,Romance,106,A.J. Nuest,4.11
609153,Time After Time,Science-Fiction,Romance,374,Constance O'Day-Flannery,3.93
4052982,Moonlight Warrior,Romance,Fantasy,355,Janet Chapman,4.19
350678,Breath of Magic,Romance,Science-Fiction,400,Teresa Medeiros,3.88
84183,Sword of Darkness,Romance,Fantasy,358,Kinley MacGregor,4.08
235111,The Scent of Shadows,Fantasy,Fantasy,455,Vicki Pettersson,3.78
186569,The Princess the Crone and the Dung-Cart Knight,Fantasy,Young-Adult,320,Gerald Morris,4.11
118755,Winter of Fire,Fantasy,Young-Adult,321,Sherryl Jordan,4.11
1094933,The Folk Keeper,Fantasy,Young-Adult,176,Franny Billingsley,3.67
16112668,Of Gods and Elves,Fantasy,Fantasy,275,Brian D. Anderson,3.96
227904,The Divide,Fantasy,Young-Adult,319,Elizabeth Kay,3.83
289590,The Ropemaker,Fantasy,Young-Adult,384,Peter Dickinson,3.68
170293,The Unlikely Ones,Fantasy,Fiction,426,Mary Brown,3.98
13843,The Hounds of the Mrrgan,Fantasy,Young-Adult,480,Pat O'Shea,4.02
1948904,The Red Necklace,Historical,Young-Adult,371,Sally Gardner,3.81
710437,Fly by Night,Fantasy,Young-Adult,486,Frances Hardinge,3.93
382870,A College of Magics,Fantasy,Young-Adult,480,Caroline Stevermer,3.82
47916,Obernewtyn,Fantasy,Young-Adult,256,Isobelle Carmody,4.03
229033,Flora Segunda,Fantasy,Young-Adult,431,Ysabeau S. Wilce,3.77
17185521,Thursday Nights,Romance,Romance,298,Lisa N. Paul,4.01
16131208,The Sweet Spot,Romance,Romance,307,Laura Drake,4.17
17774609,Girl with Guitar,New-Adult,Romance,210,Caisey Quinn,4.07
18622577,Protect Me,Romance,Romance,363,Jenna Travis,3.92
39978663,Man of My Dreams,Romance,Romance,332,Faith  Andrews,3.97
17883038,The Light in the Wound,New-Adult,Romance,372,Christine Brae,3.98
17458004,Every Rose,New-Adult,Romance,324,Lynetta Halat,3.9
25005951,Spark,Romance,New-Adult,250,Brooke Cumberland,3.94
20437055,Only Half Alive,Fantasy,Fantasy,218,Konstanz Silverbow,4
35269145,Just Ella,Romance,Fantasy,300,Annette K. Larsen,4.19
18191815,Storm Damages,Romance,Adult-Fiction,308,Magda Alexander,4.05
39665175,Freeing Asia,New-Adult,Romance,420,E.M. Abel,3.98
18219617,Living Again,Romance,Romance,400,L.L. Collins,4.28
18367156,The Missionary,New-Adult,Sociology,320,Jack Wilder,4.13
18760748,When You're Ready,Romance,Romance,231,J.L. Berg,4.14
18071924,Searching For Moore,Romance,Romance,378,Julie A. Richman,4.17
93794,The Kill Artist,Thriller,Fiction,512,Daniel Silva,4.19
380563,Hit Man,Mystery,Fiction,320,Lawrence Block,3.87
925,A Clean Kill in Tokyo,Thriller,Fiction,363,Barry Eisler,4.08
24248,Black Ice,Romance,Romance,377,Anne Stuart,3.76
25954119,Serial Date,Thriller,Mystery,274,D.V. Berkom,4.03
7884969,Night of the Living Trekkies,Horror,Horror,253,Kevin David Anderson,3.91
13147460,Flesh & Bone,Horror,Young-Adult,469,Jonathan Maberry,4.04
17839590,Kellie's Diary #1,Horror,Horror,50,Thomas  Jenner,3.75
407281,Dying to Live,Horror,Horror,216,Kim Paffenroth,3.76
9065272,Aftertime,Horror,Horror,384,Sophie Littlefield,3.66
8723188,The City,Horror,Horror,246,David Moody,3.78
13431827,The Remaining,Horror,Horror,220,D.J. Molles,4.22
90574,Dead City,Horror,Horror,288,Joe McKinney,3.88
3130938,Dawn of the Dead,Horror,Horror,236,George A. Romero,3.77
216215,Dead Sea,Horror,Horror,337,Brian Keene,3.83
13425135,All the Broken Pieces,Young-Adult,Contemporary,304,Cindi Madsen,3.84
12633983,Comeback Love,Fiction,Romance,304,Peter Golden,3.73
26099342,Front Row Center,Contemporary,Adult-Fiction,1096,Cynthia B. Ainsworthe,4.67
13265572,Crux,Young-Adult,Fantasy,285,Julie Reece,3.63
592806,Tempting the Beast,Fantasy,Romance,266,Lora Leigh,4.11
21353509,The Vanishing Witch,Historical,Fiction,497,Karen Maitland,3.8
1920307,Outpassage,Science-Fiction,Fiction,368,Janet E. Morris,3.9
84544,The Firebrand,Historical,Fantasy,608,Marion Zimmer Bradley,4
306107,A Gathering of Days: A New England Girl's Journal 1830-32,Historical,Fiction,144,Joan W. Blos,3.59
7970273,Spy Glass,Fantasy,Young-Adult,535,Maria V. Snyder,4.04
12363622,Deadly Captive,Erotica,Adult-Fiction,210,Bianca Sommerland,3.96
18522362,A Dance for Fools,Adult-Fiction,See-top-shelves,42,Julieanne Lynch,4.05
13497994,Oh Cherry Ripe,Romance,Romance,194,Claudette Williams,3.64
24901891,Hear Me,Adult-Fiction,Dark,160,Skye Warren,3.88
17980984,Fallen for You,Romance,Romance,187,Carlie Sexton,3.81
18329670,"      My Masters' Nightmare Season 1 Ep. 1 ""Taken""",Dark,Erotica,71,Marita A. Hansen,3.97
30333490,Deception,Romance,Romance,99,Alyson Raynes,4.15
18157092,Beautiful Chances,New-Adult,Romance,282,Alicia Rae,4.13
17673307,Neanderthal Seeks Human,Romance,Contemporary,403,Penny Reid,4.12
256683,City of Bones,Fantasy,Young-Adult,485,Cassandra Clare,4.26
16176693,Enslaved,Erotica,Adult-Fiction,234,Claire Thompson,3.62
19317460,Lost in Us,Romance,New-Adult,316,Layla Hagen,4.17
22855494,First Debt,Romance,Dark,316,Pepper Winters,4.22
18369807,Wickedly They Come,Fantasy,Fantasy,314,Cathrina Constantine,4.14
17737211,Released,Young-Adult,Fantasy,314,Mia Fox,3.95
7171095,After,Dark,Adult-Fiction,576,Varian Krylov,3.67
17562207,Torn,Erotica,See-top-shelves,33,Rue Volley,3.99
18581501,Beneath the Rainbow,Fantasy,Death,176,Lisa Shambrook,4.69
12843639,Eternal Breath of Darkness,Fantasy,Romance,315,Candice Stauffer,4.07
16043793,Killer Rumors,Mystery,Thriller,337,Antonello Fiore,3.66
6149219,Beloved Vampire,Paranormal,Erotica,464,Joey W. Hill,4.07
18812737,With You,Romance,Dark,65,Nashoda Rose,4.18
40037485,The Erotic Dark,Erotica,Adult-Fiction,197,Nina Lane,4.14
23300800,Baby Girl,Erotica,Adult-Fiction,228,Scott Hildreth,4.13
17561072,Beneath the Burn,Dark,Erotica,484,Pam Godwin,4.13
20755739,Named and Shamed,Adult-Fiction,Erotica,160,C.P. Mandara,3.88
11222793,Generational Sins,Erotica,Adult-Fiction,199,Samantha Blair,3.5
24235463,Three Two One (321),Dark,Erotica,365,J.A. Huss,4.18
17977415,Ethereal Fury,Fantasy,Fantasy,282,Jessica O'Gorek,3.92
16150996,Convicted,Dark,Romance,400,Aleatha Romig,4.23
30842,Riot,Fiction,Cultural,272,Shashi Tharoor,3.83
13548075,The Angel,Erotica,Adult-Fiction,410,Tiffany Reisz,4.3
20559676,Killing Sarai,Romance,New-Adult,393,J.A. Redmerski,4.18
17912177,Love of Truth,New-Adult,Romance,323,C.T. Oliver,3.76
17238419,Conviction,Erotica,Adult-Fiction,365,Nicole Edwards,4.28
37508252,Embers at Galdrilene,Fantasy,Fantasy,494,A.D. Trosper,4.18
13452967,Finding Balance,Fantasy,Fantasy,380,David  Berger,4.26
18619029,The Broken,New-Adult,Romance,222,Ker Dukey,4.2
15795312,White Heaven Women,Fiction,Fantasy,195,Jessie B. Tyson,4.35
18711023,Intractable Souls,Romance,Romance,383,Tricia Daniels,4.19
32622208,The Selkie Spell,Romance,Fantasy,276,Sophie Moss,4.12
21469952,Captive,Dark,Sociology,277,Samantha Jacobey,4.2
7022166,The Poison Diaries,Young-Adult,Fantasy,278,Maryrose Wood,3.94
4374400,If I Stay,Young-Adult,Romance,261,Gayle Forman,3.96
6431026,Getting Revenge on Lauren Wood,Young-Adult,Contemporary,261,Eileen Cook,3.59
7877549,StarCrossed,Fantasy,Young-Adult,362,Elizabeth C. Bunce,3.69
20758105,Monsters of Men,Young-Adult,Science-Fiction,603,Patrick Ness,4.13
7719355,Blameless,Science-Fiction,Fantasy,355,Gail Carriger,3.99
6589111,The Unwritten Rule,Young-Adult,Romance,210,Elizabeth Scott,3.71
7726036,Ascendant,Fantasy,Young-Adult,392,Diana Peterfreund,3.8
6087756,White Cat,Young-Adult,Fantasy,310,Holly Black,3.92
6641635,The Golden Spiral,Fantasy,Young-Adult,365,Lisa Mangum,3.85
6587387,Silver Borne,Fantasy,Fantasy,342,Patricia Briggs,4.26
6681614,Wayfarer,Fantasy,Young-Adult,304,R.J. Anderson,3.9
7456034,Extraordinary,Young-Adult,Fantasy,393,Nancy Werlin,3.68
6553352,Voices of Dragons,Fantasy,Fantasy,309,Carrie Vaughn,3.83
7719248,Bright Young Things,Historical,Young-Adult,389,Anna Godbersen,3.76
7090447,The Red Pyramid,Fantasy,Young-Adult,516,Rick Riordan,4.32
6449378,Alpha,Fantasy,Fantasy,472,Rachel Vincent,4.04
5391115,The Awakening,Young-Adult,Fantasy,360,Kelley Armstrong,4.09
7775757,Enchanted Ivy,Fantasy,Young-Adult,310,Sarah Beth Durst,3.8
7091370,The Carrie Diaries,Young-Adult,Womens-Fiction,389,Candace Bushnell,3.34
6764886,Enchanted Glass,Fantasy,Young-Adult,332,Diana Wynne Jones,4.1
6686092,Lies,Young-Adult,Science-Fiction,447,Michael  Grant,4.01
7706102,??? ?????,Politics,See-top-shelves,237,???? ???,3.57
3768690,???? ??????,Novels,See-top-shelves,156,??????? ?????,3.53
3322992,????? ???? ????,Poetry,Romance,160,???? ??????,3.71
6527740,Last Sacrifice,Young-Adult,Paranormal,594,Richelle Mead,4.27
5942991,???? ??????? ??????,Novels,See-top-shelves,256,??? ?????? ????,3.61
2392599,????? ?? ?????,Novels,See-top-shelves,144,????? ??????,3.76
7995207,The Marbury Lens,Young-Adult,Fantasy,358,Andrew  Smith,3.86
7982855,The Mermaid's Pendant,Mythology,Fantasy,572,LeAnn Neal Reilly,3.95
7198988,Dark Flame,Young-Adult,Fantasy,320,Alyson Noel,3.69
6037288,?????,Novels,Fiction,152,Naguib Mahfouz,3.93
5942552,?? ???? ?? ????? ???,Novels,See-top-shelves,152,????? ??? ??????,3.6
6580510,Brightly Woven,Fantasy,Young-Adult,357,Alexandra Bracken,4.18
4905292,???????? ?????,Novels,Literature,356,??? ?????,3.74
6431790,Fang,Young-Adult,Fantasy,309,James Patterson,3.97
7631105,The Scorch Trials,Young-Adult,Science-Fiction,362,James Dashner,3.94
6556855,Chasing Brooklyn,Young-Adult,Romance,412,Lisa Schroeder,3.97
6393972,This World We Live In,Young-Adult,Science-Fiction,256,Susan Beth Pfeffer,3.83
6801582,Spells,Fantasy,Young-Adult,359,Aprilynne Pike,3.91
5976135,??? ?????,Fiction,Cultural,104,????? ????,3.7
7880584,Dark Song,Young-Adult,Realistic-Fiction,292,Gail Giles,3.82
5948599,???,Novels,See-top-shelves,546,??? ???? ???????,3.48
7031834,Keys to the Repository,Paranormal,Young-Adult,227,Melissa de la Cruz,3.82
4499214,Sapphique,Fantasy,Young-Adult,462,Catherine Fisher,3.68
3526951,????? ????,Novels,Fiction,528,???? ????,3.72
6917952,Burned,Paranormal,Young-Adult,323,P.C. Cast,3.94
9658269,??????? ????????,Philosophy,Fiction,158,Kahlil Gibran,4.15
2867886,??? ?? ???? ?????,Media-Tie-In,Novels,791,???? ???????,3.86
7801229,The Exiled Queen,Fantasy,Young-Adult,586,Cinda Williams Chima,4.21
7137775,Rules of Attraction,Young-Adult,Romance,336,Simone Elkeles,4.08
6037287,?????,Novels,Media-Tie-In,558,??? ?????? ????????,4.14
6574102,Heist Society,Young-Adult,Mystery,287,Ally Carter,4.05
7937462,The Short Second Life of Bree Tanner,Young-Adult,Fantasy,178,Stephenie Meyer,3.64
20335752,????????,Novels,See-top-shelves,232,???? ????????,4.13
6368610,Radiant Shadows,Young-Adult,Fantasy,340,Melissa Marr,3.76
6555517,The Dead-Tossed Waves,Young-Adult,Science-Fiction,416,Carrie Ryan,3.79
7179686,Perchance to Dream,Fantasy,Young-Adult,341,Lisa Mantchev,3.76
4552604,????? ?? ????,Short-Stories,Novels,136,???? ???,4.07
5948912,????? ??????,Novels,Northern-Africa,228,???? ????,3.44
9722217,??? ??????,Novels,See-top-shelves,360,??? ?????????,3.84
7507951,Pegasus,Fantasy,Young-Adult,404,Robin McKinley,3.97
7842288,Beautiful Darkness,Young-Adult,Fantasy,503,Kami Garcia,3.82
13562054,??? ??????: ????? ??? ??????? ????? ??? ??????,Novels,See-top-shelves,483,??????? ???? ????,3.64
3831279,???????,Novels,Fiction,402,???? ????,3.8
5557442,?? ??????,Novels,See-top-shelves,170,???? ?????,3.67
5735513,??????,Novels,See-top-shelves,144,Yusuf Idris,3.73
12551082,Things I Can't Forget,Young-Adult,Contemporary,308,Miranda Kenneally,3.89
17413424,Denali Skies,Travel,Fiction,216,Danielle Rohr,3.77
16432374,Happenstance,Romance,New-Adult,181,M.J. Abraham,3.65
18681391,A Change of Plans,Romance,Contemporary,326,Donna K. Weaver,4.25
41153965,Honor & Betray,Erotica,Romance,152,Teresa Mummert,3.71
17166774,Shattered Promises,New-Adult,Fantasy,284,Jessica Sorensen,4.07
16157294,Deeper We Fall,New-Adult,Romance,453,Chelsea M. Cameron,3.92
18102827,King Hall,Fantasy,New-Adult,280,Scarlett Dawn,4.06
13047090,Onyx,Young-Adult,Fantasy,366,Jennifer L. Armentrout,4.22
17340050,Losing Hope,Romance,New-Adult,321,Colleen Hoover,4.26
18104062,On the Plus Side,Romance,New-Adult,340,Tabatha Vargo,4.02
16247792,Gabriel's Redemption,Romance,Romance,477,Sylvain Reynard,4.12
17333880,Twisted Perfection,New-Adult,Romance,290,Abbi Glines,4.14
16436496,Resisting Her,Romance,New-Adult,293,Kendall Ryan,3.87
17191012,Fallen Crest Family,Romance,New-Adult,287,Tijan,4.18
16150320,Faade,New-Adult,Romance,291,Nyrae Dawn,3.9
13638570,Out of Breath,Romance,New-Adult,422,Rebecca Donovan,4.27
2084776,Daniel Boone,Biography,History,108,James Daugherty,3.75
207330,Gay-Neck: The Story of a Pigeon,Historical,Fiction,192,Dhan Gopal Mukerji,3.31
556975,Onion John,Fiction,Young-Adult,248,Joseph Krumgold,3.47
43475,Criss Cross,Young-Adult,Realistic-Fiction,337,Lynne Rae Perkins,3.45
254262,Amos Fortune Free Man,Historical,Fiction,181,Elizabeth Yates,3.9
530582,A Visit to William Blake's Inn: Poems for Innocent and Experienced Travelers,Poetry,Childrens,82,Nancy Willard,3.81
984168,Roller Skates,Historical,Childrens,186,Ruth Sawyer,3.69
854764,Thimble Summer,Childrens,Fiction,146,Elizabeth Enright,4.07
1351988,The Matchlock Gun,Historical,Childrens,80,Walter D. Edmonds,3.73
1195367,Young Fu of the Upper Yangtze,Historical,Fiction,302,Elizabeth Foreman Lewis,3.73
1077808,Shadow of a Bull,Historical,Fiction,160,Maia Wojciechowska,3.55
298523,The White Stag,Historical,Fiction,96,Kate Seredy,3.95
680154,Invincible Louisa: The Story of the Author of Little Women,Biography,Nonfiction,256,Cornelia Meigs,3.76
826095,Miracles on Maple Hill,Fiction,Childrens,256,Virginia Sorensen,3.82
28110852,The Girl Who Drank the Moon,Fantasy,Childrens,388,Kelly Barnhill,4.09
822392,Ginger Pye,Childrens,Fiction,250,Eleanor Estes,3.98
164255,Adam of the Road,Historical,Fiction,320,Elizabeth Gray Vining,3.76
825546,The Trumpeter of Krakow,Historical,Fiction,208,Eric P. Kelly,3.76
172111,The Slave Dancer,Historical,Young-Adult,176,Paula Fox,3.66
529474,Rifles for Watie,Historical,Young-Adult,352,Harold Keith,3.91
5451,Sisterhood of the Traveling Pants / Second Summer of the Sisterhood / Girls in Pants,Young-Adult,Fiction,1040,Ann Brashares,3.77
325636,The Summer of the Swans,Young-Adult,Fiction,144,Betsy Byars,3.69
403722,Missing May (Scholastic Gold),Young-Adult,Realistic-Fiction,89,Cynthia Rylant,4.06
847581,I Juan de Pareja,Historical,Fiction,192,Elizabeth Borton de Trevio,3.73
266904,The Penderwicks: A Summer Tale of Four Sisters Two Rabbits and a Very Interesting Boy,Fiction,Childrens,262,Jeanne Birdsall,4.2
18116,His Dark Materials,Fantasy,Young-Adult,1088,Philip Pullman,4.01
9858488,Dead End in Norvelt,Historical,Young-Adult,341,Jack Gantos,3.73
17854625,The Battle for Princess Madeline,Fantasy,Young-Adult,116,Kirstin Pulioff,4.17
607931,Good Masters! Sweet Ladies!: Voices from a Medieval Village,Historical,Poetry,96,Laura Amy Schlitz,3.84
41457,Hitty Her First Hundred Years,Historical,Fiction,256,Rachel Field,3.85
42447,Strawberry Girl,Historical,Childrens,194,Lois Lenski,4.04
77767,Little House on the Prairie,Classics,Childrens,335,Laura Ingalls Wilder,4.18
556136,The Wednesday Wars,Young-Adult,Historical,264,Gary D. Schmidt,4.08
106597,Lincoln: A Photobiography,Biography,Nonfiction,160,Russell Freedman,3.97
12930,Messenger,Young-Adult,Science-Fiction,169,Lois Lowry,4.08
857528,Call It Courage,Fiction,Historical,128,Armstrong Sperry,3.73
65954,Up a Road Slowly,Young-Adult,Fiction,197,Irene Hunt,3.69
468116,The Wheel on the School,Fiction,Childrens,298,Meindert DeJong,3.91
160192,Joyful Noise: Poems for Two Voices,Poetry,Childrens,64,Paul Fleischman,3.78
353342,The Cross of Lead,Historical,Young-Adult,262,Avi,3.74
222576,The Grey King,Fantasy,Young-Adult,165,Susan Cooper,4.04
8293938,Moon Over Manifest,Historical,Young-Adult,368,Clare Vanderpool,4.04
11831,Dicey's Song,Young-Adult,Fiction,359,Cynthia Voigt,3.87
2479827,Eragon Eldest & Brisingr,Fantasy,Young-Adult,1952,Christopher Paolini,3.95
11841,The Time Trilogy,Fantasy,Fiction,710,Madeleine L'Engle,4.02
11824,The Whipping Boy,Historical,Fiction,96,Sid Fleischman,3.68
837501,The Twenty-One Balloons,Fiction,Childrens,180,William Pne du Bois,3.99
39980,A Year Down Yonder,Historical,Young-Adult,160,Richard Peck,3.92
785453,A Single Shard,Historical,Young-Adult,192,Linda Sue Park,4.02
11127,The Chronicles of Narnia,Fantasy,Classics,767,C.S. Lewis,4.14
105999,Dear Mr. Henshaw,Childrens,Fiction,134,Beverly Cleary,3.99
139463,Maniac Magee,Young-Adult,Fiction,192,Jerry Spinelli,3.79
15595,The Midwife's Apprentice,Historical,Young-Adult,128,Karen Cushman,3.71
337058,Jacob Have I Loved,Young-Adult,Fiction,244,Katherine Paterson,3.95
7784,The Lorax,Childrens,Childrens,72,Dr. Seuss,4.24
4538,The View from Saturday,Young-Adult,Fiction,176,E.L. Konigsburg,4.03
25346,Out of the Dust,Historical,Young-Adult,256,Karen Hesse,3.76
368468,Bud Not Buddy,Historical,Young-Adult,243,Christopher Paul Curtis,3.94
89763,Esperanza Rising,Historical,Young-Adult,304,Pam Muoz Ryan,4.07
30119,Where the Sidewalk Ends,Poetry,Childrens,176,Shel Silverstein,4.33
59921,The Telling,Science-Fiction,Fiction,231,Ursula K. Le Guin,4.05
34507,Equal Rites,Fantasy,Fiction,283,Terry Pratchett,4.15
15050,Sexing the Cherry,Fiction,Fantasy,167,Jeanette Winterson,3.85
47122,Lady Oracle,Fiction,Cultural,346,Margaret Atwood,4
14250,Pigs in Heaven,Fiction,Contemporary,343,Barbara Kingsolver,4
47401,Chocolat,Fiction,Romance,306,Joanne Harris,3.84
18749,Half of a Yellow Sun,Fiction,Historical,433,Chimamanda Ngozi Adichie,4.33
9464733,Beauty Queens,Young-Adult,Humor,396,Libba Bray,3.84
312435,So Far from God,Fiction,Magical-Realism,256,Ana Castillo,3.82
1629601,The Disreputable History of Frankie Landau-Banks,Young-Adult,Fiction,345,E. Lockhart,3.79
13928,Daughter of the Forest,Fantasy,Romance,554,Juliet Marillier,4.14
219879,The Piano Teacher,Fiction,Nobel-Prize,288,Elfriede Jelinek,3.55
60926,Lilith's Brood,Science-Fiction,Fiction,746,Octavia E. Butler,4.16
531509,Herland,Fiction,Feminism,147,Charlotte Perkins Gilman,4.02
7767021,Who Fears Death,Fantasy,Fiction,386,Nnedi Okorafor,3.99
3189884,The Essential Dykes to Watch Out For,Sequential-Art,Sequential-Art,392,Alison Bechdel,4.04
48328,Revolutionary Road,Fiction,Classics,355,Richard Yates,3.91
5198,Paradise,Fiction,Classics,318,Toni Morrison,3.88
2267195,The Story of an Hour,Short-Stories,Academic,32,Kate Chopin,3.71
17728,The House of Mirth,Classics,Fiction,351,Edith Wharton,3.77
9328,The House of the Spirits,Fiction,Magical-Realism,448,Isabel Allende,3.95
49838,Titan,Science-Fiction,Fiction,309,John Varley,3.92
337048,The Engines of God,Science-Fiction,Fiction,419,Jack McDevitt,3.81
185824,Cosmonaut Keep,Science-Fiction,Fiction,352,Ken MacLeod,3.73
100366,Neutron Star,Science-Fiction,Fiction,285,Larry Niven,3.91
89195,The Prefect,Science-Fiction,Space,410,Alastair Reynolds,4.01
77887,Sun of Suns,Science-Fiction,Science-Fiction,318,Karl Schroeder,3.78
363059,The Price of the Stars,Science-Fiction,Space,448,Debra Doyle,3.79
36162,This Alien Shore,Science-Fiction,Fiction,564,C.S. Friedman,4
61903,Shards of Honor,Science-Fiction,Fiction,9,Lois McMaster Bujold,4.17
739986,Expendable,Science-Fiction,Fiction,352,James Alan Gardner,3.89
50848,The Rolling Stones,Science-Fiction,Fiction,253,Robert A. Heinlein,3.93
25320,March Upcountry,Science-Fiction,Fiction,608,David Weber,4.13
41822,The Stars Like Dust,Science-Fiction,Fiction,304,Isaac Asimov,4.15
761154,The Reality Dysfunction 1: Emergence,Science-Fiction,Fiction,592,Peter F. Hamilton,4.18
676237,Space Viking,Science-Fiction,Fiction,243,H. Beam Piper,3.92
288756,Crystal Soldier,Science-Fiction,Space,352,Sharon Lee,4.25
505064,Phule's Company,Science-Fiction,Humor,232,Robert Lynn Asprin,3.95
686344,Coyote,Science-Fiction,Fiction,436,Allen M. Steele,3.78
6130052,A Galaxy Unknown,Science-Fiction,Space,426,Thomas DePrima,4.02
81992,Singularity Sky,Science-Fiction,Fiction,389,Charles Stross,3.9
99219,The Butlerian Jihad,Science-Fiction,Fiction,684,Brian Herbert,3.69
317621,The Witches of Karres,Science-Fiction,Fantasy,400,James H. Schmitz,4
85653,The Praxis,Science-Fiction,Space,448,Walter Jon Williams,3.82
41955494,Tyche's Flight,Science-Fiction,Space,352,Richard  Parry,4.47
629068,Deathstalker,Science-Fiction,Fantasy,571,Simon R. Green,3.95
365672,Primary Inversion,Science-Fiction,Space,384,Catherine Asaro,3.77
61938,The Rowan,Science-Fiction,Fantasy,336,Anne McCaffrey,4.08
427353,The Gap Into Conflict: The Real Story,Science-Fiction,Fiction,241,Stephen R. Donaldson,3.91
98046,Gridlinked,Science-Fiction,Space,423,Neal Asher,4.06
664642,Stardoc,Science-Fiction,Space,394,S.L. Viehl,3.82
898232,Hidden Empire,Science-Fiction,Fiction,654,Kevin J. Anderson,3.75
444944,Triplanetary,Science-Fiction,Fiction,287,"E.E. ""Doc"" Smith",3.82
2334538,Quarter Share,Science-Fiction,Space,250,Nathan Lowell,4.28
284873,Hunting Party,Science-Fiction,Space,364,Elizabeth Moon,4.05
35434,The Star Wars Trilogy,Media-Tie-In,Science-Fiction,705,George Lucas,3.97
390711,Noble House,Historical,Fiction,1376,James Clavell,4.29
234184,Stone of Tears,Fantasy,Fiction,979,Terry Goodkind,4.01
1828067,Grimspace,Science-Fiction,Romance,312,Ann Aguirre,3.94
772606,Valor's Choice,Science-Fiction,Space,416,Tanya Huff,3.87
107291,Needful Things,Horror,Fiction,790,Stephen King,4.03
528362,A Hymn Before Battle,Science-Fiction,War,467,John Ringo,4.1
15704307,Saga Vol. 1,Sequential-Art,Sequential-Art,176,Brian K. Vaughan,4.24
96472,Sundiver,Science-Fiction,Fiction,340,David Brin,3.9
1414,The Riverside Shakespeare,Classics,Plays,2057,William Shakespeare,3.86
35231,Lord of Chaos,Fantasy,Fiction,1011,Robert Jordan,4.18
1215032,The Wise Man's Fear,Fantasy,Fiction,994,Patrick Rothfuss,4.48
769658,Battlefield Earth: A Saga of the Year 3000,Science-Fiction,Fiction,1050,L. Ron Hubbard,3.42
10664113,A Dance with Dragons,Fantasy,Fiction,1125,George R.R. Martin,4.37
21484,The Winds of War,Historical,Fiction,896,Herman Wouk,4.28
19400,The Decline and Fall of the Roman Empire,History,Nonfiction,1312,Edward Gibbon,4.03
112292,Dauntless,Science-Fiction,Space,304,Jack Campbell,4.02
10987,Voyager,Historical,Romance,870,Diana Gabaldon,4.27
275228,Memories of Anne Frank: Reflections of a Childhood Friend,Nonfiction,History,135,Alison Leslie Gold,4.26
12505,The Idiot,Classics,Fiction,667,Fyodor Dostoyevsky,4.18
296468,No Pretty Pictures: A Child of War,World-War-II,Nonfiction,208,Anita Lobel,3.97
34440,Doktor Faustus,Fiction,Classics,672,Thomas Mann,3.94
190572,I Will Bear Witness 1942-45 A Diary of the Nazi Years,History,Nonfiction,576,Victor Klemperer,4.29
