book_id,rating,number_of_likes
23569783,4,80
78427,2,0
15733144,2,57
141452,1,80
9988405,5,74
918284,0,89
25922869,3,10
14743629,1,16
17409485,0,2
17413424,5,50
1130878,1,77
2003625,1,15
16512115,5,5
1774981,3,19
17857998,5,17
5982474,5,100
8680278,5,13
23491293,4,1
126077,4,7
13422043,1,0
103296,1,89
35106178,1,87
7311068,2,17
7798911,1,0
5976135,3,1
25159262,2,53
16037511,4,1
26138370,4,18
13059477,4,100
7861169,4,72
11869272,2,10
17317648,5,29
32713479,1,14
6401056,2,5
400412,3,11
40231428,4,4
16146908,5,67
40168069,2,21
9741685,3,11
13259960,4,38
20562718,1,100
22891466,5,11
232128,0,15
818867,4,50
24699867,3,87
13548075,3,1
344474,0,94
3289281,3,79
102287,0,11
2461776,2,9
20821087,3,93
17910112,4,79
17910375,2,54
22543699,2,13
24508726,1,16
2342943,4,13
385228,3,16
419409,3,81
5158,4,4
13287544,1,18
22055587,5,6
13646237,0,1
11534309,2,22
28496524,4,48
8444936,5,58
11306,3,92
76889,5,83
2842796,0,3
17800850,5,14
18079603,2,53
8296140,1,98
23389993,0,3
10516163,2,2
26527726,2,20
37492308,4,11
10594356,0,93
28256831,1,48
20804235,2,65
46087,5,8
36793989,2,4
33727,2,7
11026,5,20
344474,5,96
10079837,2,43
13376363,5,56
464685,4,25
575725,4,11
3494957,5,82
31257244,3,5
18492661,4,21
4590435,1,100
27843950,5,6
23602375,2,14
7704143,4,3
2033013,1,32
34715257,5,15
36460049,4,1
42519249,1,89
39067463,0,9
22609307,1,5
11499,4,97
16073880,0,11
116297,2,6
12401507,3,2
28259094,0,65
25893582,3,20
3397464,2,58
6282010,3,19
39735918,2,14
12986169,1,19
15728807,4,55
40611069,3,59
256003,5,19
2750008,4,70
18209411,2,12
15768791,1,17
17286659,5,13
591355,5,3
20769219,4,12
3397464,5,20
723625,5,10
12269981,4,37
38197839,3,50
9315641,5,11
155239,5,43
34419450,0,29
6766006,4,9
18698511,2,9
21483760,3,51
18405410,2,24
7263429,1,49
29559450,3,59
16130093,2,87
119239,2,63
416775,1,7
3304674,5,1
9708869,0,6
592089,3,2
25382946,0,79
13170607,3,16
36136030,5,11
35729,1,11
22400015,4,11
17187320,2,13
36618293,2,26
164862,3,70
10846138,1,61
21795576,5,26
355904,1,10
23584003,0,23
31409244,0,9
2498049,3,31
1166705,3,84
20740634,2,98
28636686,4,91
4689021,0,23
15784263,0,95
9484114,2,21
126061,4,1
3559,5,59
17994785,4,53
15790829,4,48
243854,0,10
24911974,3,0
3106441,0,15
2402650,2,31
906860,0,13
35086518,3,13
603260,2,50
337116,5,7
9917945,1,14
16248311,1,78
287494,5,17
6080748,2,12
18621737,5,0
25683250,2,16
7635805,3,16
822392,2,51
23436149,0,17
8660468,5,51
256683,2,9
29776603,0,17
25813946,4,15
3828687,1,38
22045945,2,91
10565362,5,59
13330603,5,19
22360786,0,17
13561963,4,22
3590,0,7
11253741,4,21
17332116,4,11
9856962,3,36
36137536,3,93
18404284,0,58
15050,3,65
28660,0,83
22020430,1,60
190180,0,17
40063283,3,77
21948425,0,50
16077360,2,25
12578305,2,5
6056287,0,13
389627,4,13
42403315,0,29
13356825,3,13
272211,1,97
350678,0,4
42413938,5,88
18343196,4,66
8872162,1,18
7632329,4,46
21880341,0,2
7871930,2,42
11566223,0,2
378920,2,15
17612258,1,1
26116430,3,85
30813842,5,17
20518999,1,91
15727345,1,13
6431790,3,100
34602498,0,4
13497994,1,55
17569900,0,48
96337,1,73
23349737,0,91
18278874,1,16
12438180,0,18
22609378,1,6
17281447,2,10
41457,1,2
23495112,2,3
17338776,5,64
17830148,0,66
231914,4,60
754771,3,91
23129080,4,0
543517,2,43
21549148,0,61
10118,4,48
3921832,4,10
18194,4,10
513617,2,0
3790544,4,12
26073310,4,26
60211,5,6
1443159,0,15
112136,1,18
20507453,4,85
16170768,2,54
7532858,2,67
20615135,3,68
395397,3,72
76889,0,63
17974456,4,65
18275832,0,64
16135399,0,7
219780,4,10
147039,0,24
20698847,2,69
40123526,5,100
613890,2,14
1061557,1,6
30079697,2,42
22372402,0,92
8350864,4,58
674181,2,16
10954798,5,16
20262498,1,14
23281811,5,35
22802230,4,19
486324,4,18
658343,1,32
1128364,0,61
612422,1,8
40795842,5,16
8428140,1,0
18949263,1,39
17214420,5,7
490980,4,41
18837765,0,26
13566100,2,58
25853049,4,95
22457223,1,63
20804235,5,18
18048164,5,20
18143978,2,42
12552408,4,6
18472710,1,75
140149,4,43
7816187,5,20
25425311,2,10
23393333,1,84
15981673,5,98
32109569,4,41
9280551,5,8
34947549,3,44
43602037,4,69
115277,0,67
27083865,2,96
29097931,4,14
17345667,0,20
17727299,5,4
280499,3,65
6659480,1,19
28107347,4,17
43204703,2,95
8494276,3,73
40063283,0,34
88459,5,54
6255949,1,15
1587974,5,11
23338387,0,6
17234581,3,6
394724,0,3
9248359,3,83
739986,2,73
8452801,1,8
1024581,4,76
6898528,2,35
12432220,4,89
13423535,4,42
17208457,3,70
13490236,3,97
24126231,3,61
15818029,3,4
41021665,2,30
513617,2,55
28119148,4,4
13145689,1,2
37800620,3,73
72694,1,14
146746,1,80
132449,2,50
292701,5,5
13411825,1,84
15798757,4,98
583643,2,96
15818555,0,11
20663769,0,36
17194461,4,5
41479329,3,13
23754479,1,36
20697923,2,79
34091026,4,61
139417,3,12
12439950,5,53
28223638,0,20
905887,5,7
395738,1,14
23870576,4,50
6322725,1,13
18634859,4,19
22091372,4,100
7689099,0,89
16034814,2,87
30653967,4,47
9917957,1,15
34835249,1,13
13412960,3,74
15733152,1,23
202292,4,24
26244548,1,73
30842,3,8
22754254,3,1
16064396,2,85
16066036,0,15
6697518,4,61
9745113,3,15
703323,4,10
757104,3,18
3840329,0,1
9453895,2,5
20371237,4,29
30237061,1,53
22595242,4,43
15793154,3,96
12398719,3,7
227570,5,43
26239013,5,18
600349,4,2
18715353,0,13
13506510,3,55
25943007,4,40
32650,1,15
2474047,3,19
12651,1,56
300540,3,92
76079,5,0
12564927,3,76
13540134,4,63
692935,4,67
15749186,3,71
13437141,1,2
15790829,3,74
696811,4,16
13616660,4,2
39067463,1,20
1062304,5,92
69242,5,96
2208499,5,37
711772,1,17
2042248,3,16
15808673,3,2
6368610,1,11
12053537,4,35
29430869,4,43
41722478,0,99
261905,2,83
99965,4,11
6778365,5,74
24498935,1,13
17934453,4,14
91714,5,2
6598207,2,53
45685,1,5
37508253,0,7
13558632,0,20
9917945,5,85
57491,4,2
6439475,0,20
29474,2,91
13037689,4,4
893731,0,16
346607,0,91
28604340,5,16
2802316,0,72
13642950,2,60
30919,1,31
312435,0,11
25422809,2,8
18166986,5,8
2066739,3,3
36556222,5,57
16107211,3,58
17790459,3,92
18626777,3,17
18138113,3,14
9559404,5,14
20435872,5,8
39068,1,13
6003964,1,0
25241463,4,5
25543153,1,1
7031827,0,18
17926842,3,47
35810539,3,5
85871,4,5
17524166,2,63
18007838,3,80
7557790,1,76
20931902,0,50
29938026,1,16
77276,3,47
22016702,4,40
39949010,0,84
10669,1,48
18269958,1,34
13548618,4,69
939794,1,1
18312044,3,70
16032127,2,3
18308768,0,65
17570892,4,75
16058162,1,95
81122,4,17
13414839,2,46
10286585,3,64
16046878,4,26
9444,4,45
10241968,2,35
5355888,5,65
39729887,4,6
17731347,1,29
13158635,2,48
151374,2,2
3649147,5,15
17148140,4,19
27242540,1,41
28101540,0,9
18333332,3,49
109726,3,40
64931,1,8
7507951,0,5
2470680,3,68
29661832,1,0
6071981,1,86
8986467,4,19
722939,4,17
60407,0,63
7561643,5,54
34782886,2,82
6598207,3,18
9572751,4,74
15793158,1,18
7741325,4,20
9269901,5,91
611327,5,0
32532,4,8
17285384,2,26
26202581,1,25
13155464,2,17
31815138,4,16
28251377,3,41
7031827,2,43
12985,4,15
42996684,4,33
31682371,2,0
11888689,3,92
18105451,5,29
205652,3,98
12908877,1,5
11964221,4,9
13455513,3,1
14290364,4,73
26314777,4,84
366497,3,21
20519005,2,92
3430692,4,16
65057,1,17
22609383,3,0
28195,2,61
6220730,1,73
9755855,2,16
10768183,2,27
18281880,3,49
23571855,3,27
35939628,0,34
15812779,1,1
53085,5,20
12633128,2,60
3398701,2,4
18158307,2,18
31351689,3,15
18335916,5,65
1003761,0,63
11416792,4,12
580843,5,37
6760764,2,2
1991591,3,100
13493898,3,46
6283582,4,20
206472,2,49
33453,0,1
9536651,4,32
13364202,4,30
32978572,4,1
327945,3,34
20507453,2,11
12154731,0,31
13409302,5,32
22975534,1,4
18889356,3,72
1061557,1,76
3429644,3,4
33783055,0,91
41744510,4,62
30813842,1,14
17287766,3,61
10733317,4,27
32492519,5,22
29095401,4,39
18695272,5,82
349076,0,74
25313505,2,71
37076222,5,42
29947711,0,4
20932008,3,0
14250,3,59
1706483,2,1
37434,2,8
514771,3,32
20821386,2,15
8574517,0,4
18519685,2,63
6572270,0,3
714902,4,20
33830437,1,93
6930002,2,43
25372801,3,100
9444,3,98
6379951,2,58
18242939,3,37
43265889,2,88
3873353,4,28
197084,5,11
818557,1,15
13563459,3,81
39984739,2,74
43603,0,5
20883847,2,15
17448097,2,13
6659597,2,12
32710777,5,18
2669470,1,90
12710035,0,3
37814102,1,22
17184930,4,4
8432181,2,30
25167846,4,5
16181516,2,19
582143,3,65
3133562,3,95
127632,3,82
19286535,2,7
25622782,3,16
25272670,1,9
35086518,3,96
18190566,1,21
7433149,3,87
15796,4,6
17305041,5,62
13423535,0,6
333970,3,12
312518,0,79
169439,3,28
178493,2,16
529241,0,17
190115,5,94
183116,0,94
139463,2,12
36463285,2,61
25809801,2,6
16122643,4,2
686717,0,49
6600807,4,14
16101233,4,37
615028,5,29
32890474,0,60
18817193,3,2
15768536,3,21
18629575,2,14
17161185,1,5
34971796,1,47
13502581,2,69
715995,2,12
15790805,4,8
15766776,3,6
38493159,1,37
9943,4,18
32765205,5,18
33302709,1,17
25654602,3,14
17569860,0,85
52803,4,100
22362,4,17
23153574,3,9
33290344,3,39
445573,2,94
7853757,4,77
17660439,1,96
16998041,0,85
30231783,0,8
6423507,1,31
7902654,3,16
8571791,3,4
9292518,5,3
132913,2,20
20505787,0,70
18074932,2,18
106069,4,69
1200465,4,100
2897258,4,33
22313181,1,19
32718970,4,9
10757833,5,58
14031,2,19
26114493,3,13
4468990,4,87
19050115,0,59
22816100,3,89
25409437,1,69
30212517,0,0
171833,5,26
5157,5,9
34808499,0,19
25931693,3,16
13511549,0,74
10808013,4,17
20772386,5,6
18457362,0,8
30751488,2,15
15723916,0,51
23420502,2,67
19205857,2,85
23118840,3,16
18372547,4,4
6759151,1,100
16842,2,16
62698,3,86
1105470,4,54
25328976,2,94
18209411,1,54
32718970,3,11
13260207,2,6
228990,1,16
12365,5,90
344637,5,81
42851,4,41
18043961,0,40
17716590,0,54
29102849,0,36
40658159,2,6
23342570,5,12
18588607,4,78
33977478,3,84
43501985,3,18
30680,3,25
3304674,4,4
2946591,3,11
29628568,1,16
6135633,3,85
603260,5,17
220937,2,41
42655408,0,67
14739231,5,20
17620501,2,16
13097632,4,11
39854434,3,81
27421270,0,51
288159,1,23
16291209,2,39
110410,4,68
25883365,2,0
9728761,3,80
96358,4,91
3477698,0,79
17622459,4,20
25898723,2,3
25387896,5,65
15764032,4,3
42156,5,85
42996684,4,21
9777134,3,70
12681111,0,10
27274426,1,2
25760151,2,7
17313873,3,35
462658,3,12
2414846,4,22
12988074,2,68
13498897,1,20
15726350,0,81
5148758,4,20
112803,0,17
837501,2,49
418937,2,21
18741309,2,11
18490880,4,64
16002023,4,15
10457171,2,91
7797874,1,18
107029,2,1
21957184,0,52
176178,5,91
20312458,5,42
11531279,2,13
17881356,0,82
23552511,2,99
16032248,1,72
1022794,1,66
8301125,3,76
966087,2,74
18679391,1,12
133497,3,23
22585423,1,5
3490300,0,25
16280050,1,3
25476624,5,5
7315573,2,17
40194939,4,4
1604003,5,3
832816,5,75
165518,1,32
21424692,1,20
7993566,0,24
2278298,2,5
18110808,5,20
22613,0,11
16652754,0,24
17790459,4,32
2660720,1,16
23593897,0,9
23364679,3,27
107291,0,47
17334538,3,89
3921832,3,2
11709037,5,46
6532373,3,8
6508023,0,68
17877463,0,96
2277444,5,9
22545468,5,8
18111107,0,51
29760928,2,3
13,0,66
2581350,5,41
24536832,4,1
18453733,2,98
6480885,5,70
13617049,3,81
73934,4,26
122649,0,22
26384191,5,8
297165,2,12
9622286,4,40
17149088,1,84
18222716,1,77
25505917,0,9
17859754,2,15
17286659,4,67
19089172,2,50
58889,0,20
2113410,4,9
423360,0,18
216196,1,12
20763127,0,69
7096013,5,61
18134894,0,19
997846,0,52
19139026,0,10
20906739,0,2
51428,1,32
23547364,4,53
1297177,4,34
30971664,4,9
3426706,3,43
229033,2,9
594099,2,3
30308111,1,32
20829260,2,52
7184707,1,32
30152,0,86
29407909,0,30
19112416,4,22
15757270,3,8
19101283,5,70
107029,1,56
1020767,0,97
40908086,0,0
26052610,2,12
6698181,5,13
6275416,1,74
5704478,2,34
60407,4,87
18667632,2,15
9712492,4,49
716532,1,62
9741685,4,24
28588350,5,11
560535,0,67
25531762,4,14
20729810,3,11
17826040,3,20
18364996,2,19
83060,3,54
444944,4,91
19083232,3,12
3311553,2,40
93840,5,20
209966,5,95
445593,2,19
23876270,1,19
12594758,5,60
15050,0,50
23664520,3,13
6944946,4,91
1116519,2,44
14439869,0,10
216512,0,8
22890961,5,50
17560488,0,93
404857,4,23
32841039,5,3
7801229,0,17
31682917,3,62
32860040,2,6
6413286,1,30
257034,2,86
9435474,3,2
16150740,4,43
16117006,2,39
25398528,4,17
512662,4,5
15802735,2,84
15717721,0,96
53007,3,8
17979646,1,8
92315,1,28
25503084,5,1
176839,0,4
18269958,3,57
292163,0,86
12792988,3,57
17725095,2,66
703323,2,1
232888,1,0
386,0,17
15797695,4,18
1223606,4,9
110090,2,85
208657,5,19
25125709,5,100
8141083,0,68
9809,0,7
10481762,4,96
17437203,2,17
36379678,3,5
13651928,4,11
11836562,3,12
209577,0,34
2017717,0,99
444381,5,91
7420106,2,89
22324603,5,46
11313669,5,19
270730,2,71
17234581,4,59
1546916,0,15
519125,4,5
710826,4,96
12083233,5,20
25549355,0,20
16163336,0,17
112754,3,68
31845516,4,30
67825,1,9
161744,1,5
23259118,1,5
419409,3,16
13538992,0,20
12550179,2,46
15830433,5,79
9417995,0,18
36373451,1,9
17413427,3,1
6750738,2,10
15822195,5,1
5886,1,75
204185,4,11
963679,0,61
11737295,3,11
6596594,2,4
771507,2,14
16160701,5,19
13153802,3,32
19205857,1,46
5726135,4,20
731114,1,11
40550201,5,75
105720,3,34
17582,1,11
36257994,2,53
24917012,3,10
1372498,4,16
15768985,2,75
2660720,2,4
80689,0,63
8155672,1,90
932587,2,5
6792458,5,5
374668,4,58
8074967,3,17
20803903,3,14
9622286,3,13
7933894,1,36
1446004,5,58
3216278,3,15
22953594,1,91
29430869,0,68
2274457,1,72
2146957,0,19
686717,4,33
994697,3,27
11729275,3,73
16440926,1,14
16068973,1,14
43191522,5,19
20821306,1,0
16187943,2,20
2509481,5,38
18711144,2,3
6726922,1,79
3009435,2,29
16081272,4,4
13499105,3,8
19615422,4,54
23128320,4,84
844051,3,44
6752378,4,8
131304,4,20
3311553,5,4
36209818,0,3
61264,1,22
2504935,1,44
27384361,0,56
15803757,4,2
377889,0,16
1898,0,8
23215488,3,19
132449,0,58
15841297,5,18
36756405,2,20
23082546,4,17
8419428,1,19
25069871,2,79
27409882,0,72
544424,5,14
8786358,3,18
917693,2,60
9716986,3,1
10563572,4,13
17255435,1,79
10382150,4,9
15994399,4,67
24452249,1,84
293595,5,85
825546,0,50
23015589,3,3
25164304,2,8
35068612,3,0
2168882,4,94
18269829,0,1
13630618,2,10
17586489,2,98
17934427,3,38
8175807,1,6
13422873,5,0
18480081,0,80
191548,3,100
25311189,1,31
20652804,4,11
13570639,4,41
1022376,1,73
6978614,3,66
354007,1,43
25220487,3,16
299813,1,9
22972067,5,94
16064721,5,52
26981974,5,17
14287835,1,6
36373464,1,15
3919080,5,40
18076876,2,14
21031,2,98
772739,2,92
23116644,2,53
7140917,5,78
163465,4,5
5561599,2,82
56728,2,100
28686881,5,72
200791,0,4
88459,1,1
38910127,1,80
146746,2,0
20454895,2,51
442819,3,13
5773667,3,20
185117,4,79
1566053,0,12
15789443,5,69
4953,2,81
7739803,5,57
162331,5,30
8536738,2,40
327945,4,70
13176380,5,7
52362,5,29
8431116,2,0
41187889,5,10
21538964,2,32
6532373,0,34
2959705,0,1
30075662,2,56
400812,2,69
170169,2,86
17609114,1,44
108490,1,81
116445,1,14
7930252,1,17
191548,5,51
6545199,4,17
32173182,2,44
16055135,4,11
4826781,0,19
29638166,1,36
33282947,3,59
917693,1,0
25897792,4,6
190394,0,9
18528310,3,12
1205982,4,4
31423216,4,4
15814529,3,3
8805449,3,16
28503165,0,6
12101419,5,99
9418,3,2
40612896,3,4
10504378,4,60
33849121,5,90
22082082,1,26
25867615,0,95
13223243,0,15
17798569,3,18
41150456,0,47
10048874,3,98
28262024,4,10
22175011,2,28
2367470,3,19
31752152,5,86
18209402,5,0
17160816,0,12
29603273,4,25
1116519,3,60
17844546,0,35
608216,2,78
15798674,2,10
23462642,4,67
824938,0,5
20340221,3,2
7557790,2,3
397654,3,20
10188580,5,33
5612052,1,73
18245332,1,8
5646082,1,3
3216278,3,49
23258090,5,43
37076222,1,0
459386,5,2
12349615,3,19
23494599,5,8
19441952,2,15
18518269,5,52
31304181,2,61
30375703,2,73
13664,0,59
7433149,0,96
29546259,2,17
138681,3,16
697065,5,36
25430623,2,65
34499902,0,40
280412,0,26
18332925,3,34
148809,0,13
16101035,1,3
11337189,3,1
11500552,2,58
17840262,2,2
47916,3,13
6449378,1,79
16068905,5,17
22325661,5,20
2168882,1,25
15714478,0,99
13139,0,99
539248,4,8
35924698,3,17
2946591,1,73
23465642,5,10
330694,1,90
16174176,5,54
39333677,2,14
30649401,4,21
7380991,1,71
15942633,2,7
99965,5,16
1193177,0,9
29962194,3,66
12710035,0,94
10285881,5,89
8747308,5,18
35724645,0,36
26796676,0,2
234184,2,81
20428638,5,85
11814613,0,64
185829,4,36
503156,2,44
22514483,3,15
17831167,2,25
17876893,0,81
823510,0,1
21936937,2,49
22328530,1,5
40811333,3,10
22046835,5,24
2248573,2,19
16054808,0,71
13529577,0,15
159334,4,37
6547187,5,8
855913,2,70
17571908,3,64
13330603,3,19
12476366,0,62
13265293,1,12
19547848,1,97
18143772,1,4
7575266,1,5
12402779,1,6
12813630,2,59
26883802,2,14
8341567,0,1
13549029,3,10
91767,2,12
18299433,0,0
31390,0,88
35505416,0,3
5985401,5,13
588138,1,14
13595011,5,91
223040,4,14
20804235,1,35
13168106,3,33
17433996,5,41
8536738,4,4
10797823,3,65
12012999,1,1
16165879,4,75
6293934,0,14
18774002,3,12
23506484,2,99
81122,0,50
17619991,0,1
27068575,2,90
9801114,3,7
8949352,0,4
14384,4,12
35068792,1,3
7552629,4,19
682911,0,14
27216238,3,3
12311293,3,20
35673517,2,32
29075421,2,10
2113260,3,15
542592,5,8
33553,3,8
11076177,1,16
4185170,4,42
3931196,3,5
19050115,5,24
40665653,4,40
958277,1,93
3128411,1,47
18077958,3,12
33553,1,9
18114142,0,76
13181411,4,54
36496717,4,4
102847,3,20
8724084,2,15
18308266,4,25
18885571,2,14
15768795,0,4
29280247,0,68
17623975,2,9
11391817,0,93
15721051,2,12
15727345,5,3
16007131,3,80
149267,0,10
3268771,4,16
13529800,0,19
22020052,5,56
17569085,0,82
16176693,0,29
16127238,0,1
11749412,0,69
18799339,1,10
18588596,5,3
8299165,3,80
6944032,3,8
193659,3,19
18444428,3,16
40144459,4,87
40003938,3,11
477801,0,15
35125836,4,2
722737,2,90
40114260,3,14
10285881,1,40
84136,3,58
19507801,2,65
28451478,4,64
68494,1,11
159061,2,72
9917925,0,17
23122043,4,34
37264612,3,8
34750163,5,39
10329470,4,75
42831946,2,3
60937,5,1
17880603,1,4
6069970,1,1
9742,5,7
23082546,5,4
18663321,3,31
26074471,3,40
17885828,1,1
7137775,0,74
34502887,0,29
13406403,4,4
5680626,3,16
17697611,1,13
13260545,3,61
18372688,3,16
2239430,3,15
6306102,0,13
25581522,0,48
7853757,3,20
39930243,3,26
10079837,4,46
13270,3,3
166562,1,1
29919027,2,22
11886526,1,15
19515047,1,69
15700563,2,1
15726406,3,58
17155793,3,18
1096582,4,17
18747058,2,2
576335,1,19
22291586,3,9
13155806,3,77
1316382,4,10
15734953,0,9
9471514,5,5
17131869,3,0
507593,4,13
69094,5,85
65459,4,13
1312031,3,74
1528538,5,86
3106441,4,7
74105,5,9
547334,3,53
30858,2,84
669790,2,65
18291661,3,15
531509,1,7
1242729,0,90
10285881,0,51
1044816,4,32
17160816,3,24
17204860,4,13
16109328,0,93
14978954,0,19
14579992,5,69
30166135,0,13
1051097,0,59
10400407,1,74
7234801,2,36
32597967,3,11
18877989,0,0
100911,3,92
15777279,4,11
38346446,1,19
29561487,4,57
252102,5,20
9796445,0,56
15835020,4,59
127179,2,43
13090481,3,87
10329470,3,5
20702918,0,80
30166135,5,0
35664715,0,17
406084,2,21
23367261,3,0
5561599,1,48
22052456,1,24
566781,1,87
18773681,0,15
7105,5,97
3768690,3,17
15796,2,63
6625971,3,3
37447,2,93
23259064,2,59
456057,0,86
32171947,3,67
1158380,0,97
10790376,0,41
12729810,3,63
7170336,3,41
25135802,1,73
65954,4,48
18522362,2,8
8805112,0,61
38490252,1,51
25898723,5,10
607497,3,83
11443963,3,18
12924279,5,3
83017,5,16
22517568,1,20
12877,5,19
3609996,3,7
32992663,1,14
32967547,4,14
18431,4,0
528362,3,13
14759319,5,7
16109770,5,15
266607,1,52
9799,2,65
340745,0,82
20565048,4,8
18453074,2,2
18191815,0,15
36379678,2,16
639544,1,23
6011949,4,13
18138755,3,9
99664,0,20
6752378,1,28
36518151,3,9
25852784,4,67
24126231,0,51
17560674,1,28
476653,2,79
13380932,3,4
42425208,3,15
13594842,3,6
9788080,1,66
17400932,4,92
5319,4,61
10153731,0,20
15096,4,20
570758,0,6
1566053,1,2
28791088,0,58
28820817,4,16
42615845,1,15
18079482,4,10
19083223,1,97
9268202,1,53
22618173,3,54
35217468,4,10
18076746,2,33
34267190,3,27
14739760,4,4
16135399,0,70
4887207,2,84
25631442,0,56
17279904,5,59
22351533,3,23
4944721,0,60
673710,1,13
13120464,0,23
18935386,3,43
12648447,5,51
106164,2,33
21897317,4,15
944555,4,4
19821,0,9
17929950,4,54
23300800,0,10
17350820,4,37
11145835,5,55
13549375,5,7
36362234,1,55
23876270,0,26
351385,3,59
13037321,3,13
7557790,5,4
37677999,0,95
93840,2,77
12659042,4,39
13510645,4,22
20439831,5,85
22738703,0,13
6726922,0,6
5148758,1,4
12009478,1,89
359464,1,15
16123176,3,76
18740851,3,12
16161543,2,72
3297949,5,43
100910,2,5
18299578,1,2
12207595,2,40
431321,1,96
10047589,3,8
17560419,2,6
862041,3,85
769658,2,21
13069681,2,94
34743199,2,89
9280551,3,11
18743664,0,78
41742052,5,80
26118426,0,38
444347,2,36
18806012,2,55
232888,4,99
8099187,1,4
73385,5,5
40858,1,20
25421901,3,32
16058162,1,8
4009,2,72
37492308,2,70
30332253,4,9
24202895,1,19
8835902,3,10
23524206,3,96
25058360,2,11
18310545,4,5
782580,0,7
16130,4,38
32600758,3,22
113429,3,2
7693853,1,29
8578385,2,51
18431706,0,58
15826934,2,44
17725095,1,17
143943,4,100
32854030,1,3
10110318,0,4
12037109,5,11
36510008,3,5
14656541,2,81
17552467,5,18
6933135,2,15
26138446,4,0
3076919,3,24
10954798,0,52
107400,1,13
11416792,5,8
12961307,2,99
18196327,0,13
17061489,2,88
29243164,2,22
26073072,5,45
10637174,2,58
119825,0,98
17830148,5,0
15819213,3,83
9864,4,2
23184825,2,72
22798873,0,82
10632340,4,29
97860,0,67
34738565,2,52
31829970,4,33
13413589,0,68
28664920,3,23
16110337,4,10
26201118,5,83
28251250,4,10
13414764,0,91
37539001,0,20
866222,4,22
6267237,2,16
64175,5,3
4443485,3,13
386402,2,50
18935386,2,1
14059115,5,8
2274457,5,30
17312777,5,11
6350887,3,100
19272409,3,18
2011272,4,15
6135180,1,5
890452,4,65
13375237,1,10
15814529,5,53
508772,1,92
128453,1,95
18850688,4,1
18804543,1,11
18472710,5,53
36643868,0,54
760961,0,4
105687,4,8
28257707,2,100
33515558,2,14
25476624,0,27
191296,4,18
126609,3,4
241387,2,28
89723,3,19
1087196,0,19
16286968,4,63
23202149,0,6
27874227,2,47
26186483,0,5
10196362,1,14
788875,4,59
158479,0,6
3332986,3,24
62698,2,39
40411034,1,84
38107669,2,17
25852663,0,72
384579,4,34
12796866,5,16
404874,3,12
174814,2,40
22175011,3,12
25573737,2,53
37767551,1,15
18799339,5,70
22859777,5,82
17302559,3,88
27157815,1,87
157593,4,15
242201,3,99
6281917,0,93
126151,4,77
7632329,3,95
13559482,2,52
9742,5,98
13087244,5,46
8262408,1,16
35524113,2,36
16111556,4,3
17844546,4,1
18634859,2,76
7338243,1,48
18374572,2,18
23271136,0,20
13356825,0,19
14288204,0,9
462426,1,0
27863344,0,1
13490125,4,91
27876301,5,56
16093193,5,79
16127238,2,73
7171882,3,42
92581,5,72
5942455,0,0
9724029,3,3
11607,3,71
7317546,2,15
368468,2,19
13092515,1,69
21979832,0,17
89723,5,1
5391115,5,12
470398,4,9
1991184,5,2
16130532,5,89
13185923,0,10
121749,5,33
271295,5,0
321566,5,13
25811372,3,14
17910112,2,75
1845050,5,3
15812779,5,3
31304181,4,2
19085295,1,0
39884755,3,29
31019571,3,16
47241,0,33
41053432,0,95
9353896,4,65
25164304,1,14
30237061,3,83
18209507,0,10
9998,5,17
21251323,1,5
18081426,4,82
100910,2,94
21816725,4,10
275228,1,20
462426,0,92
31213108,5,61
83060,4,14
3776663,0,5
9132056,5,3
11128896,5,18
1477625,1,15
18224216,0,10
25573737,5,71
11389341,1,7
12365,2,18
1024204,4,39
25430503,1,22
18588998,4,11
22379094,1,11
96663,3,80
8074907,1,60
789344,5,2
22091372,2,29
33453,0,13
134017,5,11
107062,2,94
25320,4,74
24731,2,5
641936,2,76
8943906,3,86
28481,2,70
27265224,2,18
18269958,4,36
15982274,4,15
25943005,3,18
18586923,3,9
1363577,3,14
420733,2,17
15752114,2,13
23168762,5,2
5649581,3,30
11492228,1,87
129613,5,86
25200,3,84
905092,5,7
31177581,3,19
7338243,3,17
18747058,4,11
9750705,2,5
7841455,1,24
112136,5,39
16207945,1,83
16077535,0,46
18329670,0,49
18478288,3,21
29361425,2,3
116526,1,12
2306829,5,84
36295656,3,19
976,5,67
37460111,4,68
1191,5,94
11746148,3,61
1027079,4,33
34848207,3,73
16086479,2,4
12394732,0,69
1016875,4,12
10900047,1,3
778463,2,16
23568702,5,7
1372693,2,20
43191522,3,72
31178025,2,5
26836186,2,63
17569085,5,44
11500077,1,46
6514074,1,1
68380,3,10
400763,4,87
17981656,4,12
25567417,2,17
894111,2,18
28372019,5,87
36240512,3,16
491922,1,9
240188,4,51
958641,4,4
42369059,5,20
29537831,3,88
17167208,4,87
6591459,1,39
18405928,1,2
40236392,4,79
39678835,5,85
17558767,2,53
31343,4,19
7767952,1,75
1243559,4,16
31540109,2,87
13153802,3,66
125190,1,15
20526707,3,78
13452847,3,7
2262073,4,6
28138673,3,59
12925631,5,23
46674,1,97
420739,2,87
207313,2,2
213577,1,62
15703716,2,17
418824,2,19
4443485,4,43
21222015,4,12
400412,3,2
24493035,0,0
38348931,2,23
13423215,5,1
72111,3,19
35965779,3,5
13447566,4,90
6718608,5,77
12987173,5,1
89763,5,79
12843217,5,19
22611747,4,59
